network_id,pair_id,Location,Site,Management,Treatment,moisture,respiration,total_biomass,total_flux,dominant_real_eigenvalue,reactivity,S_full,beta_global,beta_link_hmean,beta_out_json,beta_in_json
De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,29.4333333333333,0.000389345197353411,2417707.0106208636,491.01082202672643,-4.344608480428045e-05,0.13105021843751583,44.637953492777214,0.0488787597408467,0.04885496719845313,"[0.0, 3.1796021807947303, 0.9691590413788007, 1.7436141820481825, 27.208523745639596, 0.0, 0.005801740038164694, 0.025634048493785425, 19.60383369533143, 4.0061722315421175e-05, 0.0001951253750382541, 0.004260372077841108, 0.019576819062830746]","[0.9559557370489763, 0.4460099681144118, 0.016197920352359955, 0.08014281895638, 0.5918071818083676, 0.3120107311353847, 0.00010934982814349513, 0.03722505914611832, 0.29283175106088205, 2.639754808117034e-07, 0.0, 0.0, 0.0]"
De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,20.1333333333333,0.000197999847897178,2680108.78679487,391.5752985690879,-6.165957464599881e-05,0.12088598433164605,43.537779212006065,0.06129089369963295,0.061118476823770716,"[0.0, 6.710241649407377, 1.9838699640773068, 3.4432080852060323, 4.046762318540337, 0.0, 0.00010147569671227366, 0.5443305319806645, 34.14600380203119, 0.343008935364489, 1.0388303443874095e-09, 0.00690620972346422, 7.694454158684841e-05]","[1.4257212946271198, 0.4173423783189904, 0.018067234360517683, 0.08206169349735842, 0.12745885019052217, 0.47126070738360804, 0.016755566118799775, 0.06660158644193431, 0.06156887516953528, 1.0407134888798947e-09, 0.0, 0.0, 0.0]"
De_S1_In_C_d0,De_S1_In,De,S1,In,C,44.2666666666667,0.000423606357897939,2574562.612438888,652.358775678581,-2.5623912023914003e-05,0.1408057809430417,35.86752073931008,0.03678957177365369,0.03677317798282585,"[0.0, 13.322314781697992, 1.363645408581455, 18.513772034332234, 112.76189277276117, 0.0, 0.049842983831976856, 1.15138933997906, 24.12379481305135, 0.1998985111361164, 0.004652213201248439, 0.0030768809773222107, 0.011338225907548677]","[1.2355961971923017, 0.5237708733482374, 0.006888306786353558, 0.2696852326259854, 1.0343143159883539, 0.19437208221313806, 0.000620809367245677, 0.05894820102088527, 0.05559909574277345, 0.0001151520350924614, 0.0, 0.0, 0.0]"
De_S1_In_D_d0,De_S1_In,De,S1,In,D,19.2,0.000322115750247167,2525654.8491216423,960.4223687960525,-6.26658169705391e-05,0.13842132689780925,45.85865567815504,0.024989005649759543,0.02498900246202739,"[0.0, 3.719344809366842, 2.4338010368318796, 11.240062615265447, 34.034487604152424, 0.0, 0.030144806372749564, 2.404966917791987, 5.810939020493474, 4.259406280217136e-05, 0.0010181899362965996, 0.001525321543392961, 0.007997259029575623]","[0.34250848569205417, 0.33604542280139066, 0.02047106571639418, 0.34063592678861104, 0.4245635596260109, 0.3043505523522184, 1.9996338337724895e-09, 0.1374734511721532, 0.02046507880580942, 2.7945375373697308e-08, 0.0, 0.0, 0.0]"
De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,51.1666666666667,0.000427523005551753,4233781.395874838,1199.7139996544379,-3.872674705286964e-05,0.1139613944500779,52.341518586469974,0.020004767808755163,0.01997879793231751,"[0.0, 14.565380397095721, 1.5079529851864544, 4.960151251380299, 25.59049518392928, 0.0, 0.019762528727154314, 0.6414613867436973, 16.911166854826035, 0.7848930228840123, 2.919706801587711e-09, 0.0023879356031724862, 0.0034507149203320364]","[0.41266688328266227, 0.43767668277179295, 0.006365820694346991, 0.08514391612411139, 0.28136371116403097, 0.5694043735441736, 1.8305433466262655e-05, 0.014508869852568933, 0.01841267410347465, 2.589638339014438e-06, 0.0, 0.0, 0.0]"
De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,20.7333333333333,0.000163586584531143,4729969.774373792,799.5995582607695,-3.912698513294728e-05,0.12700973609776164,58.04048824879043,0.03001502408555983,0.030006218703901463,"[0.0, 2.826141000609531, 0.24521518904385922, 2.130517732635011, 0.35193755762940876, 0.0, 0.002298389581678413, 2.2440847957698327, 4.268936618834714, 0.5650724544322278, 1.6823823205798377e-05, 0.005541033936716548, 0.008421265606299003]","[0.5818451685623659, 0.24244289187935095, 0.004405249740933855, 0.06862152625630753, 0.02034539985882554, 0.6925917644938996, 2.3342683706305777e-07, 0.15601833097076595, 0.031048999641874228, 3.1393764148442087e-06, 0.0, 0.0, 0.0]"
De_S2_In_C_d0,De_S2_In,De,S2,In,C,39.4,0.00055886379192334,4573318.008831996,772.0874718252294,-1.784399716601331e-05,0.11935304164787035,41.31154127535875,0.031084560850681266,0.031068901060896412,"[0.0, 8.174522547993156, 1.084355311512227, 4.943547014897885, 261.02582028966947, 0.0, 0.004431511470671971, 2.273011893403086, 14.61844681821888, 0.4107002175559807, 0.0007755026317928017, 0.003174526308558788, 0.006528204076722749]","[0.7706928902819248, 0.26698914517042055, 0.006548119022491229, 0.07737799883285586, 1.229274831871646, 0.23073658819438464, 0.00012179672672351703, 0.10576361586505117, 0.04200997684628358, 0.00015064735659696244, 0.0, 0.0, 0.0]"
De_S2_In_D_d0,De_S2_In,De,S2,In,D,31.2333333333333,0.000322001673131037,4575834.335040863,711.5851853740166,-1.8126050690435162e-05,0.1305432189427804,39.373900817489115,0.03372751498105648,0.03371336371533346,"[0.0, 9.641898259137085, 1.6402019584483405, 5.386927660836444, 170.68995327162685, 0.0, 8.665682410029795e-05, 0.6351034942505768, 37.42389264013615, 0.3617131245772541, 1.6072771823597119e-09, 0.003320448450941259, 0.008585821214059694]","[0.828117068875878, 0.42713425666116384, 0.008758765710127138, 0.09412717521139201, 1.9067140472015907, 0.4458453035998619, 1.5080168757918004e-06, 0.0364761465077459, 0.07892726718388426, 4.1201494461451127e-07, 0.0, 0.0, 0.0]"
De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,50.2,0.000885466575404974,2928149.9599164976,1284.054396394173,-3.073711904189463e-05,0.09356861197849647,44.268324126891955,0.018690796953303366,0.018647771482857334,"[0.0, 13.55252884776566, 1.3658343059576008, 14.508694366087877, 122.89229664880432, 0.0, 0.024740901336528773, 2.01306205678547, 5.945574916803914, 0.06909654897999416, 3.473239150912813e-07, 0.0015333976643710381, 0.00582819817515428]","[1.1913582115956576, 0.2914157787786199, 0.005667572025907883, 0.15675176986580622, 0.5759694441551789, 0.6506899519214381, 0.00020442334186214113, 0.07666162091799078, 0.009885649900778205, 1.0244548640742912e-09, 0.0, 0.0, 0.0]"
De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,19.8,0.000295383679367252,2411259.5418033274,905.3151629842088,-0.00010297773752492991,0.11383719203543381,47.198310470434535,0.026510104968184022,0.026485240441573868,"[0.0, 7.8641172566342235, 0.4918111768930933, 16.482787921778883, 5.3782198993504355, 0.0, 4.539453746196158e-05, 3.5775730094764975, 9.253786746287354, 0.2706057063669588, 1.0000000000000015e-09, 0.0030465780277289254, 0.0077451026017387485]","[0.6992686019787959, 0.3266686088371083, 0.004488547748189319, 0.35224936440236226, 0.12936846965198553, 0.26431685149088424, 3.28436656796686e-06, 0.17011309964220986, 0.020818756590356997, 1.0000000000000028e-09, 0.0, 0.0, 0.0]"
De_S3_In_C_d0,De_S3_In,De,S3,In,C,44.5333333333333,0.000618640200775724,2187346.184156085,1163.4442075944407,-8.910691534746865e-06,0.14134131270398007,43.36853660577062,0.020628406453303726,0.020593460113444737,"[0.0, 11.02900906894905, 2.2333633432514324, 12.746470085933343, 32.62597688493354, 0.0, 0.0797321909910635, 2.2212569346857753, 8.498726094598341, 0.5253986679933882, 0.0009310816622887905, 0.0010384210730908874, 0.0018073121249301857]","[0.30850521328147046, 0.3359216770050009, 0.010423157348609696, 0.22536094908164286, 0.7852922006096631, 0.149147409059761, 0.001680313425501423, 0.05298228491666156, 0.014516611596722944, 0.0007018359847106171, 0.0, 0.0, 0.0]"
De_S3_In_D_d0,De_S3_In,De,S3,In,D,24.7,0.000372689938398357,3158440.5666212384,1931.7839433508657,-8.141262807766728e-06,0.12866802186665244,44.507372440182806,0.012423749603369042,0.012420808796810425,"[0.0, 9.99777749288986, 5.6327193136262395, 11.47854713973176, 13.235848759818944, 0.0, 0.02212193817318496, 0.001809072555403208, 7.713959710000578, 0.30459044294871496, 0.0008632199300866529, 0.001032595011973854, 0.0031681309939874096]","[0.7618803920237113, 0.5171119926642523, 0.010401399697886896, 0.2927160997552159, 2.0474888948071515, 0.6019826029189275, 2.2444525268830158e-05, 0.0034757554112650703, 0.06456859052865369, 1.2969729152894056e-05, 0.0, 0.0, 0.0]"
De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,64.3,0.000398053083884706,3063242.9680096055,912.7814652676839,-4.446512038254571e-05,0.10124548887968073,45.07003188572664,0.02629325957332155,0.026192948930823197,"[0.0, 7.52106820371883, 2.2036733344586654, 2.2303254807911865, 48.445555631289345, 0.0, 0.016714524728333423, 3.4732630656971697, 9.425547942012013, 0.12977859834849878, 6.101781712105935e-08, 0.0020019616251120424, 0.006462364858504247]","[0.628235989391064, 0.29694359312764157, 0.012897578923751284, 0.05322250713865343, 0.4943661508329771, 0.22084262512562663, 3.235068724090516e-05, 0.14763852947277578, 0.02020045410858506, 4.2567494398258655e-07, 0.0, 0.0, 0.0]"
De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,40.0,0.000322952315765458,2302698.188226454,1212.321740261526,-0.0002455225828239549,0.09410764428339877,62.69717006615105,0.019796724914644064,0.01977567585785992,"[0.0, 2.961131934621359, 1.244930680444976, 1.2758518118099818, 5.584361295383901, 0.0, 0.005645140284500553, 0.9534700332471683, 10.906374564161581, 0.13583455228494978, 1.0000192909625468e-09, 0.0016071495417311343, 9.076883595210604e-07]","[0.25259916887260614, 0.18989975212252977, 0.010685431914626899, 0.03505380208429321, 0.19317245345886772, 0.08658396129391495, 0.004339592934520611, 0.0515158307392807, 0.01928623833610923, 1.0000000000003713e-09, 0.0, 0.0, 0.0]"
De_S4_In_C_d0,De_S4_In,De,S4,In,C,58.6,0.000563921210738459,4337736.081304694,887.7126921054538,-9.147971899109534e-06,0.11826082387840123,36.15869560685223,0.02703577431463487,0.02702442214769875,"[0.0, 8.250260089977962, 2.5738091051833365, 21.194860250104743, 23.064162101719315, 0.0, 7.131529185235247e-07, 1.1702107894551728, 9.543088976115564, 0.029491111938320186, 1.0000000000000003e-09, 0.0019172828302115752, 0.008095903557605278]","[1.2470741316127967, 0.2758488458364257, 0.011883890016022174, 0.8477992640263672, 4.580217442126379, 0.5257240966125054, 2.746828746073407e-07, 0.07042107177437007, 0.023006559969490283, 1.000018457315066e-09, 0.0, 0.0, 0.0]"
De_S4_In_D_d0,De_S4_In,De,S4,In,D,38.0666666666667,0.000396151798615864,4864147.887873941,1012.5950213812362,-7.189509908151e-06,0.1335796437236154,46.13090494201877,0.023701479360685243,0.023692805043196825,"[0.0, 4.649442501395723, 3.5736254032145744, 3.7726466034540818, 6.99815845097497, 0.0, 0.005737827489426882, 1.8760372919218038, 4.237047896111079, 0.05589545435933833, 0.004244454272907841, 0.0015665441068650112, 0.006662864293577139]","[0.482004910810008, 0.40422972280898883, 0.02276008232977854, 0.09844005558567663, 3.6176575737072225, 0.12540424066452124, 3.3313579668514806e-05, 0.07686803862362518, 0.007654363004488962, 1.1377457325149223e-06, 0.0, 0.0, 0.0]"
De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,57.8333333333333,0.000375465814890866,1920194.121959865,979.7929128476356,-2.787229167298078e-05,0.1183851090194408,40.14559648140582,0.02449497203469991,0.024473411793729416,"[0.0, 20.89531964390603, 0.07660840085805748, 0.7762205589679427, 116.6466868023663, 0.0, 0.3007640325133762, 2.065109504614077, 12.024863954094068, 0.8638704726749682, 0.0031729040048920957, 0.004128346006533945, 0.00712246679593874]","[1.8255664101723152, 0.01206974410304306, 0.0002741433465245802, 0.05613206312879, 0.9190452805899092, 0.3214308560839455, 5.025124258466127e-06, 0.08848924342314866, 0.03532095335853092, 0.00022482901084934354, 0.0, 0.0, 0.0]"
De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,30.0666666666667,0.000319491976576165,3050688.684204969,754.6561851997899,-3.957886406119166e-05,0.12233492737683571,48.350883486750845,0.03180256184297511,0.03180255635011228,"[0.0, 15.78071258248117, 0.4489496347904938, 1.7835099583626648, 3.9992685843378304, 0.0, 0.7208045179665954, 0.9895894624069118, 34.72293048683123, 1.070814672874937, 0.003201977404623076, 0.006193891173857462, 0.019898180966663716]","[0.00010490063053437958, 1.285941517771461, 0.00028937933554631066, 0.05363860739384605, 0.1592706048016466, 0.6933037245790078, 3.116773999128285e-07, 0.047662510311737086, 0.09765433662692853, 6.254164606018629e-05, 0.0, 0.0, 0.0]"
De_S5_In_C_d0,De_S5_In,De,S5,In,C,56.6,0.000477260628184653,2073241.03292322,431.70206631918154,-1.8830506459083037e-05,0.10068569451120286,16.739239038693206,0.05559389651439717,0.05554841402187325,"[0.0, 47.017697297116435, 48.20765699773594, 48.277159773803554, 52.468231965109744, 0.0, 0.5373749277123326, 0.08244565011898715, 17.83599350625797, 0.35570559239222016, 1.00313542560561e-09, 0.00419846108047246, 0.020669640680123613]","[8.960681090627919, 1.2154981319782505, 0.13516151942922178, 0.47991794756198575, 1.7022555546034965, 0.38716678315355546, 0.0001417729695899759, 0.02690252082037348, 0.01934595550653801, 1.66611806484366e-08, 0.0, 0.0, 0.0]"
De_S5_In_D_d0,De_S5_In,De,S5,In,D,35.4333333333333,0.000294509088143585,2744050.8212938495,704.4528865458933,-3.137576392215852e-05,0.13798342358988297,47.74940515012999,0.03406899234621343,0.03390392355624486,"[0.0, 2.899488175803759, 0.8506066503283021, 3.300512946638894, 5.630072109818206, 0.0, 0.004365621472045831, 0.9655976430182467, 3.0290621452318183, 0.07538951618678227, 0.0016654896387933305, 0.0023206467287994917, 8.727449048797436e-05]","[0.4209883376400527, 0.8199739519701974, 0.01699932839262139, 0.2247964751542896, 0.30658078388512844, 0.1798714874511519, 0.017482501759967798, 0.08453838414243496, 0.014274444410034485, 1.1028066888494506e-05, 0.0, 0.0, 0.0]"
Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,65.5,0.000354817856871245,2042584.8562588869,410.4021028459565,-2.5234792559484427e-05,0.10969618132862781,13.76921522939621,0.05847923252237415,0.05845944641865414,"[0.0, 56.68238694904291, 12.023007016060282, 93.06259288724308, 150.94730661989985, 0.0, 8.126668568837888e-06, 5.132185280358549, 60.855919137572094, 0.4230846015619116, 1.0000000000000003e-09, 0.0041065647956375845, 0.01308990522835498]","[3.5161788322495506, 0.8884435605228288, 0.03425930232620519, 0.7551242060644567, 2.1637112061455848, 0.9076936266191343, 9.869472333355225e-05, 0.14775218950354252, 0.06618175884224985, 1.0000000000000003e-09, 0.0, 0.0, 0.0]"
Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,24.9333333333333,0.000267510837326032,2163847.997300136,262.55469646281097,-2.1930222029754345e-05,0.09422228060525382,6.724563473327027,0.0914095246565107,0.09128817853720815,"[0.0, 32.26844967851229, 25.001926282806398, 33.23983786593367, 32.975029194075404, 0.0, 0.012452970483000213, 11.266476028242606, 46.1217410862504, 5.100746448835204, 6.093246468757047e-09, 0.00911043249182893, 0.01124272268352379]","[3.208316275540544, 1.6658157320728757, 0.056272937763811835, 2.6598359600628516, 0.9661874465920203, 0.7972263709258496, 3.202571940181881e-07, 0.1397187235985483, 0.08528322046741282, 4.205984528523193e-09, 0.0, 0.0, 0.0]"
Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,61.2666666666667,0.000428967982356073,461222.2839392742,408.50595279045524,-7.154733943525318e-06,0.11511855006233648,26.440135284324555,0.058750673854466196,0.0587041778681083,"[0.0, 4.740031524858237, 3.9363877127104834, 4.832748612721071, 4.977065116285068, 0.0, 0.006605912511563375, 2.3082274230370614, 7.401974170908404, 2.8094390459527276, 0.010094372979135981, 0.006061865081477552, 0.007359426869113297]","[2.285125255526899, 0.6820181974083457, 0.02879207590895019, 0.6539432585016076, 1.2035279695029102, 2.6472818823983566, 1.1330003120465255e-08, 0.03893319302813535, 0.12526283325033435, 0.00019778791889927036, 0.0, 0.0, 0.0]"
Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,60.9666666666667,0.000433531067001293,2044575.9163651455,304.76249323701944,-3.065390379621081e-05,0.06829042290444978,9.215394893765826,0.07874984793924347,0.0786953438287546,"[0.0, 27.32594156327822, 23.275445666877022, 26.43412692632717, 28.47350808369317, 0.0, 1.7671740435565187e-05, 6.680615056924742, 44.762165609780205, 1.1357959985288029, 1.0000002505321372e-09, 0.005711936846363218, 0.014727195158734288]","[7.868374949040773, 1.3305111682392674, 0.06223350588743574, 0.43395980962917313, 1.6689598456739552, 1.2070892354519867, 1.1553026349001633e-06, 0.13512941356474656, 0.11935291862810175, 2.1747106683405546e-09, 0.0, 0.0, 0.0]"
Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,16.9,0.000271579587801354,2048591.3232841974,169.13347376280643,-1.707919207086267e-05,0.10472269539824901,5.973254412568714,0.14189976393234677,0.14176023306103053,"[0.0, 82.83057101391726, 11.115260876836226, 76.0294357815223, 138.07987102803838, 0.0, 0.0043668857669308375, 5.101920156465279, 35.90799163832882, 2.4459471692453616, 1.0000912664451296e-09, 0.01438935358167612, 0.03353079021950342]","[5.657674544022871, 2.3511370673884233, 0.05007395538697293, 0.7465979451855527, 2.7231807469560585, 1.5569327354650189, 8.22293336823902e-05, 0.18729493884486434, 0.052748176363029704, 4.348275207554059e-09, 0.0, 0.0, 0.0]"
Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,63.1,0.000377405125865085,1766931.2634996404,308.9467318541666,-7.076983825356524e-06,0.09835969015085236,17.80491886640775,0.07768329464423278,0.07768008301831407,"[0.0, 33.36720521196035, 3.775318060228478, 21.843912600427377, 180.12313947297542, 0.0, 0.023044100932621756, 0.18266760033975427, 101.42097101338418, 1.164084979315499, 0.0013112599987939728, 0.0073489602357207666, 9.126917862561356e-05]","[1.1480962432288335, 2.4141113356203427, 0.033137424899831756, 0.5234698479380236, 3.0088674232464783, 3.564979620274214, 0.018271198196099073, 0.033771159656558226, 0.18681313017563866, 8.673201546376672e-05, 0.0, 0.0, 0.0]"
Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,31.2333333333333,0.000354931933987375,1821529.0246529728,191.5465696304238,-3.623691563163486e-05,0.09877816518723229,3.3620252780708526,0.1252959008679006,0.12527637256728755,"[0.0, 83.11193226773399, 69.00175857814975, 65.46898710575935, 92.11250024873577, 0.0, 2.010059950129841, 2.991459259372167, 107.91429677719927, 7.0760020838864195, 0.004337417737646915, 0.012910426805354548, 0.0076635246835138685]","[9.68672135454761, 0.008096288492302255, 0.11032122576016518, 0.4422266443712071, 1.5090467517160622, 0.5795804983299089, 0.012290264181006087, 0.04747592338938835, 0.17298165116049702, 0.000528797420677533, 0.0, 0.0, 0.0]"
Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,56.5,0.000409841052551525,2476712.7390236934,360.56851388651984,-3.984314225856523e-05,0.10565082653272831,19.689210811561487,0.066561552314447,0.06656033456829949,"[0.0, 42.372885315342806, 7.2850631358896205, 47.128410019461505, 101.95226939971666, 0.0, 0.8333851637967294, 1.4040625295157505, 57.900382682597666, 1.0661649948041974, 0.011489998555519573, 0.0055091138474699045, 0.01989608481649855]","[5.213088634664349, 6.080798403989559e-05, 0.017386102047192684, 0.3683489405814347, 1.312455441905315, 0.8918577015075149, 6.767894944103808e-05, 0.055265933903089454, 0.11641082442694725, 7.1673954639810994e-09, 0.0, 0.0, 0.0]"
Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,10.9,0.000137995284812533,2338140.238147678,137.92147726711846,-2.2399403452704862e-05,0.10267605074388234,11.344247284513816,0.17401205726297556,0.1740117505020919,"[0.0, 19.427793299441667, 2.51635600850301, 30.13882615546125, 219.41876678141853, 0.0, 0.1854701292845226, 3.9477084234395603, 69.64478780682096, 2.5031388255288083, 0.01522294175917966, 0.027316453021882226, 0.03287133925427268]","[4.051519363577411, 0.49250791009000666, 0.017993600207807384, 0.45381002041488633, 1.9211912818371482, 0.4927487897271232, 7.204516047296519e-06, 0.339458020488123, 0.29375872377456574, 4.3675669140625385e-06, 0.0, 0.0, 0.0]"
