c,network_id,pair_id,Location,Site,Management,Treatment,total_flux,S_full,S_het,S_Ftot,dominant_real_eigenvalue,reactivity
0.001,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,458.31861020913436,43.168039064226264,-95.70012611005595,147.06155034567675,-8.62231596538878e-06,0.17463372273106212
0.001,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,374.3089229974136,42.8134494195193,-97.14492512893582,142.20195489085845,-6.281828513642643e-06,0.18185791680595625
0.001,De_S1_In_C_d0,De_S1_In,De,S1,In,C,603.1494151688536,35.29628723780607,-115.60369671096703,153.6519588571894,-2.648450924638223e-06,0.1775733078509752
0.001,De_S1_In_D_d0,De_S1_In,De,S1,In,D,831.5627023087776,49.6606144204892,-112.9637508519601,161.35936090702796,-6.500935271606232e-06,0.188151553829742
0.001,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1028.188758386956,50.711212213172274,-113.09499318167994,166.45329711041967,-3.909221122601161e-06,0.16915402951087422
0.001,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,739.3744299075898,56.54396706253864,-102.04744150790273,158.5393071284636,-3.936530491085098e-06,0.1816913219940283
0.001,De_S2_In_C_d0,De_S2_In,De,S2,In,C,711.5517148464384,40.759666380370916,-114.01560417488274,157.6187543794113,-1.921737777111902e-06,0.1794834654180425
0.001,De_S2_In_D_d0,De_S2_In,De,S2,In,D,654.8318535726085,38.622654984816535,-112.93854285783065,155.62508377382812,-1.914397399435399e-06,0.18825023253665898
0.001,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1109.8509804681303,43.72973694459648,-122.38477012904558,168.2875448031188,-3.1369502392624436e-06,0.17021404512984306
0.001,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,835.0728922813744,46.36788530328701,-112.00147811258435,161.46045641246707,-1.0576376165764292e-05,0.18229178619255518
0.001,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1002.2963543336183,40.98612061573153,-121.38946743665679,165.84117601736676,-9.93605388261401e-07,0.17580099715474823
0.001,De_S3_In_D_d0,De_S3_In,De,S3,In,D,1417.2721112890918,43.80157565869038,-125.62973287809555,174.15574211105556,-9.734429749643052e-07,0.17874695083509218
0.001,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,807.0540692442466,43.29347190599531,-114.59006371398594,160.64137599187654,-4.738606346760826e-06,0.17267201524666217
0.001,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1053.6322038349297,61.18466587308092,-102.88318774149707,167.03996917163659,-3.326991986781352e-05,0.17852450339794132
0.001,De_S4_In_C_d0,De_S4_In,De,S4,In,C,786.5285961856132,34.73658369257825,-124.511335534361,160.02309793497378,-9.7033332258821e-07,0.18110135467385097
0.001,De_S4_In_D_d0,De_S4_In,De,S4,In,D,878.2544971940221,45.235134435757786,-116.62861907621246,162.67047388232763,-7.846589128700132e-07,0.18072554492358886
0.001,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,885.6229020038102,38.53328000237619,-120.15677290361904,162.870989795951,-2.9785790434106365e-06,0.1679141101493585
0.001,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,702.1007150647036,47.20781446396161,-107.93417026890187,157.297844699719,-4.019092781315045e-06,0.17930393738911965
0.001,De_S5_In_C_d0,De_S5_In,De,S5,In,C,392.8454190433049,16.803454795194426,-121.48796986151743,143.36198876939486,-1.920963319063797e-06,0.17798889692055975
0.001,De_S5_In_D_d0,De_S5_In,De,S5,In,D,641.4413938047201,44.33549695491939,-110.31721809185595,155.12922772374282,-3.2503618466052094e-06,0.1869733747414767
0.001,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,373.7465258288229,18.003045474407827,-124.77432307195585,142.16586790129,-2.567053630644532e-06,0.14819300545147487
0.001,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,246.0758540760555,4.1903076816559945,-121.68020734496139,132.1353561193192,-2.321756145136852e-06,0.15570943522323527
0.001,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,367.3025040329647,21.659274060691377,-120.34461452171611,141.74845848498427,-1.4525869702695958e-06,0.1431957747962938
0.001,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,390.0669900760297,24.06419352649511,-113.92120702094931,143.19164385116954,-2.7767629192082674e-09,0.14862046055292913
0.001,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,281.88211515740466,9.010421336686772,-122.81100049277728,135.39573485236625,-3.136845374674257e-06,0.14119540607713518
0.001,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,164.30727342316254,5.3070618003710095,-113.19197263837248,122.44171903738642,-1.7228020843543113e-06,0.15437037945823423
0.001,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,283.1615085807475,,-114.69767203998714,135.50441847728905,-7.452663516698723e-07,0.14420224027417378
0.001,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,179.418935140756,2.83189426816822,-116.08352475909635,124.55336378651806,-3.625364501154466e-06,0.14598556608986601
0.001,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,334.59311308528805,18.419223596533215,-117.78355693987643,139.50996493944913,-4.038808150764931e-06,0.14296932463363177
0.001,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,135.08931915803117,11.141704958771651,-105.52995082357499,117.74246839331974,-2.2546616803000476e-06,0.1560155730923698
0.001,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,549.7299772397863,14.773759786827165,-138.34282024933907,151.4262529727462,-1.4629131848439605e-06,0.1410705399491668
0.001,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,691.6586285648898,33.72504517423306,-118.53480662050075,156.93822054185267,-1.4836350714742688e-05,0.14730281033297232
0.001,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,171.44119732922593,9.893743707811975,-111.23370187410582,123.46176804229971,-5.905339881433286e-07,0.14541269246376737
0.001,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,269.95524640482114,33.55310404690299,-98.790951390623,134.35814858888244,-3.4632813293204473e-06,0.1592132930413664
0.001,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,474.67000884446276,17.1903770394109,-126.17889331289527,147.90287626521433,-1.005654229967217e-06,0.14345765169240565
0.001,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,264.02285610688756,16.311775755970626,-113.89243876195832,133.82485621347047,-3.848668959989681e-06,0.14745704541900695
0.001,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,271.28017278480036,7.141629746007947,-119.19054072067364,134.47565123379343,-4.148325650023046e-06,0.14156251092626246
0.001,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,314.36861604973427,12.579271798326962,-126.17301995340688,138.01358961234644,-2.6351879657242763e-06,0.14789207597287382
0.001,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,951.6738285197613,49.71611931820866,-128.55437192382192,164.59733661560702,-1.8372718693736333e-06,0.143488429367968
0.001,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,680.1876761784206,47.2724411369445,-109.73892980912736,156.53685010729777,-4.2849821178709175e-06,0.14849507177891733
0.001,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,507.147564593793,27.72351311975936,-117.83152359283899,149.4912483760485,-2.292162264092938e-06,0.1550762250251507
0.001,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,498.74520923829414,37.12388575452678,-108.8765990581354,149.09028870289643,-3.803402284006598e-06,0.15709875888829863
0.001,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,336.05112399349713,25.892914620476414,-109.81815280158037,139.6143192751535,-2.2107306420662594e-06,0.151262788929602
0.001,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,506.13713172806956,38.98818620011278,-110.04347297746239,149.44338345337985,-5.896982701893524e-06,0.1499032498329861
0.001,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,431.5733986533909,23.64882065802458,-115.89475739440499,145.61850233338865,-4.638915237841142e-06,0.15468970815112604
0.001,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,362.5460216124038,32.52500300467071,-107.69996398929544,141.435634137807,-4.404476753648314e-06,0.15418425182013484
0.001,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,360.88574782189414,22.058774170569798,-113.40597246653894,141.32547408508756,-3.1698180646688867e-06,0.14904765646099855
0.001,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,229.75975751139114,25.94958923168049,-104.08809270200548,130.4888215310332,-4.486462196365293e-06,0.1548454049914822
0.001,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,431.01647522429573,24.51045300075377,-113.74363955502598,145.58751155883795,-1.6227022955026411e-06,0.16123955075205976
0.001,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,670.454749005702,52.52854911312711,-102.93307670721343,156.19094908827188,-5.98230611796816e-06,0.15954458130760613
0.001,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,358.6572009074151,30.996913228575885,-106.57795564039807,141.17680944439874,-9.918898151514278e-06,0.15189513645980526
0.001,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,567.6837082500161,42.69092616703577,-109.8970468520908,152.19754588678012,-4.60098603063813e-06,0.16331597203690248
0.001,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,447.26758576219845,33.79360196742971,-107.54741401772212,146.47576899299509,-4.439842228097677e-06,0.15667427113215354
0.001,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,687.5387836439035,40.56641481957196,-114.06194108892464,156.79483777254114,-6.949024412940586e-06,0.149234906939247
0.001,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,412.295912679666,30.905793821256648,-113.7011499462545,144.521791828844,-9.915936882399103e-06,0.15327441901327432
0.001,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1021.8244117256118,44.78747651698159,-119.21478710007034,166.3042787403653,-3.5798907405013636e-06,0.15900049031848434
0.001,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,615.1235968754273,47.9093732345429,-107.55248864524651,154.1237572354511,-9.403109259703069e-07,0.15761458929840094
0.001,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,658.6543793876476,38.78266634653171,-114.67891888101916,155.7647744325567,-6.775403920597105e-06,0.14775343109285038
0.001,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,704.1032490874207,48.91990855816108,-103.32735342744417,157.36620014495912,-1.4374609953434791e-05,0.15134230488564782
0.0025,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,463.8398064564918,43.41699395495509,,,-2.133930011985784e-05,0.16635365674068117
0.0025,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,377.13643024235085,42.93832247093263,-97.18746623391766,142.3825681419787,-1.545891487432354e-05,0.16927026487010158
0.0025,De_S1_In_C_d0,De_S1_In,De,S1,In,C,611.4375139750769,35.41391319812561,-115.76846788607823,153.97950636176995,-6.595074279902851e-06,0.17070939176051841
0.0025,De_S1_In_D_d0,De_S1_In,De,S1,In,D,853.0763868212882,49.594422761353314,-115.05333710809342,161.9723782624613,-1.613395557022827e-05,0.17838417521427014
0.0025,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1056.6751803854977,51.25236719560693,-111.50802929630916,167.10918324763,-9.695527134202043e-06,0.1574878133128763
0.0025,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,749.3881116360758,56.700299523747894,-101.58674211102813,158.86216853737875,-9.790747446013241e-06,0.17032344244540037
0.0025,De_S2_In_C_d0,De_S2_In,De,S2,In,C,721.4133875891949,41.020367925800564,-114.38926112190828,157.94909582607687,-4.716397493454019e-06,0.16574143503402533
0.0025,De_S2_In_D_d0,De_S2_In,De,S2,In,D,664.5030482435009,39.02744870631274,-113.07377244929569,155.97694717000007,-4.765325067264245e-06,0.17679091156601157
0.0025,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1138.8165466930016,43.37305035801107,-124.15864866211679,168.9058772456635,-7.708288761917369e-06,0.15121985902569396
0.0025,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,846.7956942303198,46.510136424851325,-112.28893468993675,161.79502690785097,-2.5850485283582414e-05,0.16724666859357645
0.0025,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1029.053383815944,41.308169104742454,-122.11412235482624,166.4734707312996,-2.4654104653199e-06,0.16941476324178326
0.0025,De_S3_In_D_d0,De_S3_In,De,S3,In,D,1503.0235770380352,44.41994292675581,-126.24522909192335,175.56561783076782,-2.381279240304269e-06,0.16854950546071168
0.0025,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,824.7380943273557,43.47649323899461,-114.87975401653748,161.16158098828197,-1.1788055163842073e-05,0.1563237792184258
0.0025,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1080.0511843796555,61.443855394279936,-103.1622056927276,167.63432908654516,-8.090347170347964e-05,0.15737336085591472
0.0025,De_S4_In_C_d0,De_S4_In,De,S4,In,C,803.4308273269655,35.01591156200493,-124.88998140655988,160.53338621449538,-2.398320200522966e-06,0.16680243174706638
0.0025,De_S4_In_D_d0,De_S4_In,De,S4,In,D,900.9963244048433,46.504426825132825,-118.80093340804973,163.2840282753152,-1.9412275601392477e-06,0.17135524823617057
0.0025,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,901.365591782584,38.49162000569801,-122.74820789124473,163.29386250129411,-7.412893816611738e-06,0.1579286076042204
0.0025,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,710.794691793096,47.393027950774794,-107.9713544292623,157.59320707966634,-9.917951949606851e-06,0.16752977631384844
0.0025,De_S5_In_C_d0,De_S5_In,De,S5,In,C,399.31265738432995,16.907573024453395,-123.0110705607794,143.7538731000176,-4.785940004567289e-06,0.16029494519106147
0.0025,De_S5_In_D_d0,De_S5_In,De,S5,In,D,651.9213600432436,44.43688481411481,-110.47061473170479,155.51817458931984,-8.073471477236144e-06,0.17727478690153603
0.0025,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,379.88448261648097,13.800651844523227,-122.40473040892783,142.55681312137523,-6.410133829859151e-06,0.1407126708109327
0.0025,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,248.81698908892267,4.3325716554658555,-121.80762465266511,132.40122342367764,-5.729614567646772e-06,0.1421509478285265
0.0025,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,374.18917035717516,24.44170314044346,-122.74027727475847,142.1942753431996,-2.089163757209109e-06,0.13808859476818308
0.0025,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,397.8523491209076,25.7031895561386,-114.15491595175618,143.6659429042867,-5.353184138007394e-09,0.1414476344176669
0.0025,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,285.6821086645021,9.067829011159677,-122.64279904464686,135.7171124272909,-7.690636398372865e-06,0.12281733272503859
0.0025,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,165.11682220237898,5.169389419956815,-113.54282854633854,122.55967768140297,-4.299605254715574e-06,0.1443000789332854
0.0025,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,287.4770593332344,17.21193424509427,-111.65248086607762,135.8674335223246,-1.7835284456030613e-06,0.13499834870447336
0.0025,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,181.46422991344156,4.150966028573205,-116.1814727912857,124.82540529396731,-9.064290345290973e-06,0.13643957311846028
0.0025,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,338.94436749886665,19.221602322538345,-117.77460820991868,139.82006366976847,-1.0077854843300015e-05,0.1357547871069541
0.0025,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,135.55680783891785,11.161255621386044,-103.36465889369649,117.8253791641047,-5.626700953601097e-06,0.14507318355652382
0.0025,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,569.7491658491319,19.02510116259206,-138.97910423475952,152.2847088974403,-3.6163967019543046e-06,0.1360259175299418
0.0025,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,709.6818502083713,32.694651614559234,-118.5071536910764,157.55560251146994,-3.5372517979091523e-05,0.13977901830886863
0.0025,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,172.36181890973347,14.645416129149503,-111.05238537196638,123.59030077586246,-1.475646507767845e-06,0.1375318067265007
0.0025,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,271.9430865828234,33.658398587419825,-98.88720427245727,134.53422729354776,-8.650758132217125e-06,0.14989197051287967
0.0025,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,486.3586867329566,16.964208981767136,-126.59248840085237,148.48671336549972,-2.478042438655457e-06,0.12936499112474864
0.0025,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,266.43851584064754,16.22738248339079,-112.32308367749724,134.04344417273066,-9.618177181314554e-06,0.1340107896392719
0.0025,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,275.1101147203535,7.728549267477755,-119.14222383030393,134.8121144324624,-8.960785891588181e-06,0.13756281534417383
0.0025,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,318.98906635533365,12.641790185765593,-126.41661784316878,138.36376385878276,-3.894500179410911e-06,0.14238188976754867
0.0025,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,1003.9880537309543,32.19849117610259,-129.33727380837402,165.88164963615688,-4.521294231622117e-06,0.13609866972836915
0.0025,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,695.3439535791616,44.37659160919269,-109.95527501113322,157.06575888911397,-9.967433625833653e-06,0.14106423511637603
0.0025,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,515.0533847606782,27.85123118113694,-118.82889987983299,149.86249332050184,-5.6498982196973405e-06,0.14557375476462667
0.0025,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,505.0182971590307,37.29808642356413,-108.64869013699077,149.39027185480984,-8.930351125462711e-06,0.1462977791222167
0.0025,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,339.6906509652534,26.030151538020597,-109.9278858545569,139.8728484802361,-5.489670342247915e-06,0.1419787342005112
0.0025,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,515.5336907014613,39.213330827461206,-110.26977873795997,149.88486376097765,-1.4225455158238528e-05,0.1422938911487542
0.0025,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,436.6305991922168,23.80369257411675,-112.39352241812419,145.8981006443043,-1.1496332198791992e-05,0.15092563692394667
0.0025,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,366.4108022727136,32.934979891263275,-106.06024208787653,141.69012274921772,-1.0815877119319388e-05,0.14919197167249654
0.0025,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,364.80332243873994,21.45379596063701,-113.52730555713666,141.58460077730493,-7.878891507334853e-06,0.14533245874692477
0.0025,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,231.47736125288978,26.06597544362213,-104.14028734250962,130.6675698523246,-1.1056953043859114e-05,0.15106238438697367
0.0025,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,438.1665679312461,24.76616566895272,-113.24204677660846,145.98237912394106,-4.0246735003614304e-06,0.14700225207747594
0.0025,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,683.021946665251,52.85603181087831,-102.08649546983486,156.6366478032037,-1.468716008721421e-05,0.14913626273428301
0.0025,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,362.29309289504295,31.10522637897358,-107.10169695201625,141.41888479483822,-2.469097859402583e-05,0.14620604836893422
0.0025,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,576.7315831932924,41.640754272684134,-108.62464559191949,152.57704714798683,-1.1408750218968318e-05,0.15633583009793606
0.0025,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,453.444574883467,33.625245253469615,-107.6885117665572,146.80495309757225,-1.0947347006745924e-05,0.14613236403851532
0.0025,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,704.7379105175437,41.19148171529079,-114.93615346350288,157.38782341348656,-1.7181465301844147e-05,0.14762137095794023
0.0025,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,419.40649520337905,30.94952444477187,-113.01167449789045,144.9321745258076,-2.44900531499632e-05,0.14847467578988638
0.0025,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1052.2462008531097,46.09439829604888,-119.46472400535964,167.00837753149946,-8.829443455142017e-06,0.15858764918128812
0.0025,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,635.4667497650904,47.63539324976752,-107.9078177988703,154.9046344292153,-2.3173101035423642e-06,0.15723013785142562
0.0025,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,673.128559086725,38.97819313761223,-114.9214017343755,156.28647204731985,-1.5723500639090668e-05,0.14187592784367073
0.0025,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,719.107599693459,49.26045494671755,-105.69774390659853,157.872263961428,-3.437002611780189e-05,0.1464245913830268
0.005,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,472.8506863714825,43.618771532521045,-96.01380567617659,147.81071196055905,-4.058236214615251e-05,0.1533466132263659
0.005,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,381.91843918672214,43.582983102817536,-97.25267140883508,142.6849698198641,-3.084741051465966e-05,0.15035518917201968
0.005,De_S1_In_C_d0,De_S1_In,De,S1,In,C,625.0546512480845,36.07572812749443,-116.05887950906214,154.5081381098522,-1.3078249573224604e-05,0.1598961291842216
0.005,De_S1_In_D_d0,De_S1_In,De,S1,In,D,888.7006489256878,45.382335696943045,-115.16199996369363,162.95425082257748,-3.189002348161183e-05,0.16343729884963898
0.005,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1104.438700860596,51.68379268967833,-112.02436326657141,168.17022052494832,-1.9368874045321462e-05,0.14052788248348191
0.005,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,766.1100940626087,57.103746034549275,-102.34228905748614,159.3918212482394,-1.9567109716529025e-05,0.15348240976801297
0.005,De_S2_In_C_d0,De_S2_In,De,S2,In,C,738.2903041025944,41.20787345042872,-115.43819801841094,158.5040907178807,-9.293711144809507e-06,0.14784978476426158
0.005,De_S2_In_D_d0,De_S2_In,De,S2,In,D,680.1746510745128,39.03449748435215,-113.27773943626167,156.5363905201899,-9.415248655816515e-06,0.15929289447637768
0.005,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1187.237909782313,43.64531872244437,-123.79012058605545,169.90523529594154,-1.5378169160107086e-05,0.12575996759118324
0.005,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,866.4006194003869,47.04591756901989,-112.37716278689925,162.34433785438205,-5.153134434746463e-05,0.14576411895447336
0.005,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1073.768252324288,42.63639705238649,-123.49451172424351,167.49430732382882,-4.727853722147497e-06,0.15683964092973732
0.005,De_S3_In_D_d0,De_S3_In,De,S3,In,D,1645.7388945348996,39.745959354987896,-127.5588840495379,177.74267372062042,-4.515688059263464e-06,0.1538321475639709
0.005,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,854.2327514861631,43.74520695439401,-115.80212809904855,162.00488878510544,-2.3229727326029926e-05,0.13350877499461866
