c,network_id,pair_id,Location,Site,Management,Treatment,total_flux,S_full,S_het,S_Ftot,dominant_real_eigenvalue,reactivity
0.01,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,191.5465696304238,3.3620252780708526,-116.86209248668257,126.12314310012209,-3.623691563163486e-05,0.09877816518723229
0.01,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,360.56851388651984,19.689210811561487,-117.00676751396936,141.30436778537106,-3.984314225856523e-05,0.10565082653272831
0.01,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,137.92147726711846,11.344247284513816,-103.50252030367884,118.2404284296363,-2.2399403452704862e-05,0.10267605074388234
0.01,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,669.8744693062788,18.455921416865394,-144.33213555282916,156.1701680540812,-1.3693639928328473e-05,0.11421875011619283
0.01,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,799.8769504291707,33.13230297587785,-120.6511389875962,160.42698969297882,-6.610753519016379e-05,0.10940616680535746
0.01,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,176.96373439793592,11.227715805487385,-111.61386894206831,124.22267570817074,-5.861658403767062e-06,0.1049417723063618
0.01,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,281.89035073753354,34.180038089950095,-99.04368050153792,135.39643603568067,-3.427043053886566e-05,0.11232612107437077
0.01,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,544.8475392039539,17.20319054621531,-128.08382395880125,151.2121442627407,-9.034407913372476e-06,0.08333967191576623
0.01,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,278.56610454860396,16.06921495070593,-112.82847452869869,135.11172937063293,-3.813702510763179e-05,0.0865644472932105
0.01,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,294.23492409343515,7.608282016125216,-121.15034680165594,136.42508423523043,-3.47927302125835e-05,0.11872958585776736
0.01,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,342.14664892694856,11.966908356427687,-125.62472910145249,140.04574663648836,-1.3471226882627047e-05,0.11816175003915093
0.01,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,1265.5269333432668,32.985008553955566,-129.06989385812017,171.43785270064777,-1.694262664413422e-05,0.10634967992863757
0.01,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,771.1098785567473,45.67107673115997,-112.38447261576802,159.54794106599792,-3.9327445906018806e-05,0.11020417177230164
0.01,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,554.5924092286864,29.279100805984083,-117.94218879977697,151.63760270779505,-2.142994555730125e-05,0.10752708582057123
0.01,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,536.2129066504193,38.13790669213983,-111.71047140199232,150.82875110645477,-3.530410470065608e-05,0.10470981629667471
0.01,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,357.7259909785786,26.55000200566013,-110.51890264571995,141.11441532032435,-2.131601115982622e-05,0.10477851638973869
0.01,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,563.041848857702,40.36125055303314,-109.57172967498073,152.0004949745679,-5.1362941416774764e-05,0.1108787443722281
0.01,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,462.14878676316005,22.86544731307028,-117.89404944495372,147.2612853241419,-4.359099716927028e-05,0.1338016805961358
0.01,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,385.8867799791048,33.17849674209805,-108.50315826228443,142.93305624775047,-4.312357910048861e-05,0.12704017466890422
0.01,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,384.2977757502471,22.42248347830066,-115.6337264801004,142.83402503420876,-3.056210310896814e-05,0.12819131854751328
0.01,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,239.99369207272062,26.547781400235625,-104.48298625158235,131.53470335919013,-4.083572125355625e-05,0.1338395425961665
0.01,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,474.06318770934627,34.33287741045375,-118.33577277294862,147.87217488513883,-1.5381273812001895e-05,0.09645949098069535
0.01,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,746.090467143911,54.32606177295747,-102.23599442865103,158.75632469954644,-5.8556289915094366e-05,0.10882395614234264
0.01,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,380.6906841621932,31.70594015343642,-106.83488940925167,142.6076926272778,-9.689553721729234e-05,0.1214845665901345
0.01,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,621.254976738563,42.247220357429924,-110.87092347450815,154.36179811741277,-4.55680412147107e-05,0.1262872393620827
0.01,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,484.60271959480485,34.5290762301923,-110.12269354084643,148.3999060897712,-4.3680272729535084e-05,0.10538879055230964
0.01,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,790.5047046000252,42.16744283250285,-117.37175446127246,160.14411859331997,-6.61105523070063e-05,0.1406981158231279
0.01,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,455.07793573161695,32.410909746573125,-113.5569206897891,146.8912485985245,-8.97321794879098e-05,0.12697145130344087
0.01,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1204.7465892469297,46.70221529135154,-120.33867881702002,170.2565885862864,-3.523164002885738e-05,0.15750881824691637
0.01,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,736.2063744976563,49.31490794256625,-109.55958322142887,158.436251509363,-9.245299682636561e-06,0.1536943725648643
0.01,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,745.3325334131204,40.02327730245425,-114.2846349064526,158.73193133683424,-6.20024016823989e-05,0.11646733677838114
0.01,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,794.3953622421861,50.83217158500777,-106.68722161792527,160.26195059160497,-0.00011309402020741252,0.12656248124041858
0.015,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,509.41253217646533,44.587293074647974,-96.81564170396345,149.59819593794654,-5.2958917865112525e-05,0.11314143743904768
0.015,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,401.15360653965445,43.915404025163966,-97.22935643985002,143.86426590385668,-9.247955158193172e-05,0.09975573718074385
0.015,De_S1_In_C_d0,De_S1_In,De,S1,In,C,679.6732153734279,36.46033599890481,-117.152214085796,156.5186908088201,-3.7457912419522665e-05,0.12452545944452832
0.015,De_S1_In_D_d0,De_S1_In,De,S1,In,D,1031.9102044920153,46.35118985352067,-117.78762395909501,166.5400063465121,-9.243720813725297e-05,0.11890594888902578
0.015,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1294.9680792372988,53.493525141320305,-117.88282521163936,171.9897917902136,-5.8086975960311386e-05,0.09528754240505455
0.015,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,833.1762105414682,58.77566912555489,-102.67825631654529,161.40588376945578,-5.868847324530109e-05,0.1072046737284947
0.015,De_S2_In_C_d0,De_S2_In,De,S2,In,C,805.7916723854238,42.04990376233175,-115.59402819691876,160.60380571467405,-2.5550322223884603e-05,0.09857203551922368
0.015,De_S2_In_D_d0,De_S2_In,De,S2,In,D,743.1996500375661,40.199888030853344,-115.37282174133622,158.66315319872578,-2.6054764014638093e-05,0.10956128170460902
0.015,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1380.7657687631395,44.76369394582949,-125.37670088267186,173.52944469958283,-4.610033680957166e-05,0.07782520597945104
0.015,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,944.2385613809685,47.62442129450099,-113.75575906250795,164.40909234110794,-0.0001544429561989481,0.0927383300250416
0.015,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1253.0811833060293,43.36856633699651,-124.85163408741323,171.20065785463885,-1.2515258360046439e-05,0.12535545095261755
0.015,De_S3_In_D_d0,De_S3_In,De,S3,In,D,2217.3672820573356,41.874062062967695,-130.7140813357878,184.89782069127943,-1.1520377426167563e-05,0.1093666501119331
0.015,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,971.5160905526726,44.71200528478853,-117.74765150852976,165.0925879504013,-6.354176781066022e-05,0.0821812653347839
0.015,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1300.4228731141436,63.478022905435125,-105.03799661318436,172.0906746615878,-0.0003488419065038162,0.07593101001229288
0.015,De_S4_In_C_d0,De_S4_In,De,S4,In,C,943.9289119264669,35.49263905847345,-127.79303367559694,164.4012205955348,-1.3147252016856747e-05,0.09602564486726008
0.015,De_S4_In_D_d0,De_S4_In,De,S4,In,D,1086.6406655129824,46.62133092816773,-118.88086061061891,167.7803101911441,-1.0199672310689462e-05,0.11489746602192076
0.015,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,1032.1717371707994,41.8389716530831,-125.30729211595725,166.54608826041067,-3.971309068956243e-05,0.10000158099557097
0.015,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,783.9299280922525,49.00015731073016,-108.59641778749065,159.94367133414374,-5.936312602414308e-05,0.10216108976839756
0.015,De_S5_In_C_d0,De_S5_In,De,S5,In,C,453.2187615481944,17.332652292678397,-125.00914976492822,146.7929982297821,-2.7796702506340426e-05,0.0786891250768912
0.015,De_S5_In_D_d0,De_S5_In,De,S5,In,D,739.5800154047555,45.524111690874285,-111.86334910211986,158.54597947997436,-4.6090028718346726e-05,0.11845891452933971
0.015,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,430.74452654338256,15.703770352370181,-125.20637813696695,145.5723640445151,-3.7204871209626215e-05,0.09406555709478898
0.015,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,271.6635720570638,2.1662259427274826,-121.71051354318689,134.50954639936515,-3.224507360298218e-05,0.07536994817688504
0.015,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,431.386263910924,27.78056646014733,-123.68563482474573,145.6080934253378,-1.0664208441069021e-05,0.10240026812161529
0.015,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,462.6186790549534,25.572278492787145,-115.97673999538395,147.2856750575407,-3.298022275744568e-08,0.09565307106397149
0.015,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,317.47495298888214,8.202352133964094,-125.12910586801189,138.24957424792592,-4.5974807974113387e-05,0.05182260274665702
0.015,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,171.81224766355342,5.714033327157917,-113.75340564907992,123.51365513402394,-2.5515985395495753e-05,0.08660678282640533
0.015,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,323.4338113282454,18.670088124687442,-112.74885464709169,138.69586778975415,-1.0612298339396852e-05,0.0816493121522223
0.015,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,198.2770053885756,1.6765192536453846,-117.30996883716077,126.95196168230149,-5.429074601064323e-05,0.08099031106952508
0.015,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,374.95489819882613,20.034355074783758,-117.31400208316126,142.2433379344181,-5.905954311210703e-05,0.09039666241106459
0.015,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,139.50612981918366,11.68405113421945,-103.75032644137077,118.51460499965238,-3.3499739822072107e-05,0.08371561382083699
0.015,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,736.6349964197116,20.550528024323413,-138.30546890878122,158.45022032721786,-1.9713384941579957e-05,0.10224660683517105
0.015,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,860.0160459931383,35.53886033760385,-121.49671028863287,162.16682513292116,-8.281871605236639e-05,0.09452757056503976
0.015,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,180.03131303414693,10.444570851206237,-111.7843443259128,124.63513912947633,-8.71504553090416e-06,0.08877044562742646
0.015,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,288.54166652652066,34.55435043626554,-99.23087902245814,135.95614800532536,-5.084172066959547e-05,0.09442391383822993
0.015,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,583.7965861030424,17.914385809356066,-127.0336449315485,152.8692626564713,-1.2735203816856112e-05,0.06568608055234805
0.015,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,286.6436425036599,15.682117677689794,-113.21503346625403,135.7977547321482,-5.655744833066928e-05,0.06792894495491787
0.015,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,307.0087850073139,7.873459318024572,-121.88718635461534,137.44503270808272,-5.213027122370787e-05,0.10844617130869655
0.015,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,357.56012244140265,8.14217124525972,-128.2613600504298,141.10328454373334,-2.0087493615229562e-05,0.10498988798030581
0.015,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,1439.86997540585,34.53176831987634,-130.5775733068086,174.53539424726813,-2.4623763304398296e-05,0.09235567635761148
0.015,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,821.6511383941121,46.819716059010396,-113.07256856686801,161.07158157897481,-5.896089432790552e-05,0.09478052683047238
0.015,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,580.9272118598592,28.976292948982156,-122.69340810644168,152.7510112370793,-3.096970810071637e-05,0.08964733780289506
0.015,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,557.058363816006,38.62859797180238,-110.97034027833067,151.74408040493927,-5.293290333199191e-05,0.08619462170474972
0.015,Yo_S1_In_C_d0,Yo_S1_In,Yo,S1,In,C,369.70069495677114,26.668682523911198,-110.88456736344072,141.90464989743631,-3.1228194312283664e-05,0.08717528497866878
0.015,Yo_S1_In_D_d0,Yo_S1_In,Yo,S1,In,D,594.619155664808,41.54938741113584,-110.07850857479332,153.31010702634137,-7.338627344239536e-05,0.09509163053759274
0.015,Yo_S2_Ex_C_d0,Yo_S2_Ex,Yo,S2,Ex,C,479.1083371340815,24.62253843966792,-113.71986049369494,148.12624188948274,-5.7353678081013795e-05,0.12372048107554308
0.015,Yo_S2_Ex_D_d0,Yo_S2_Ex,Yo,S2,Ex,D,398.92534886689657,33.54882454740225,-109.58902446067134,143.73058329152678,-6.467758389402248e-05,0.11466712155387063
0.015,Yo_S2_In_C_d0,Yo_S2_In,Yo,S2,In,C,397.3087936179528,23.528427884691943,-117.1521048071732,143.63313110451003,-4.5013487301367245e-05,0.11823469969748462
0.015,Yo_S2_In_D_d0,Yo_S2_In,Yo,S2,In,D,245.66668673848994,26.852649087969812,-103.79169141731509,132.09541644539306,-5.8776582503302986e-05,0.12375938556325443
0.015,Yo_S3_Ex_C_d0,Yo_S3_Ex,Yo,S3,Ex,C,498.0208407565715,,-119.2478716675218,149.05540620138697,-2.227676196723224e-05,0.07776637888847704
0.015,Yo_S3_Ex_D_d0,Yo_S3_Ex,Yo,S3,Ex,D,788.1247953913864,57.239434553803775,-101.68501983946366,160.07175473051356,-8.782375580142323e-05,0.09059892000512144
0.015,Yo_S3_In_D_d0,Yo_S3_In,Yo,S3,In,D,393.00122243535867,,-107.3022881379751,143.37150533728715,-0.0001332209899938768,0.10806059375575225
0.015,Yo_S4_Ex_C_d0,Yo_S4_Ex,Yo,S4,Ex,C,651.08708037401,44.637016133802256,-111.51543058937025,155.4874415346801,-6.83483358003386e-05,0.11068350944705153
0.015,Yo_S4_Ex_D_d0,Yo_S4_Ex,Yo,S4,Ex,D,505.1400837205238,35.03332588650543,-112.66341152381705,149.39605882355718,-6.551433747730692e-05,0.08642715085242902
0.015,Yo_S4_In_C_d0,Yo_S4_In,Yo,S4,In,C,847.6320732034081,43.35341595844888,-117.19482596420828,161.81871997682703,-9.714788127777926e-05,0.13627877579183953
0.015,Yo_S4_In_D_d0,Yo_S4_In,Yo,S4,In,D,478.86280421932275,32.50361712888162,-110.32490589877894,148.11393924313177,-0.00012789670307963556,0.11501500162321703
0.015,Yo_S5_Ex_C_d0,Yo_S5_Ex,Yo,S5,Ex,C,1306.4868248491537,49.490096828728156,-119.49849305589183,172.2023280143988,-5.284266938990232e-05,0.1570966699217921
0.015,Yo_S5_Ex_D_d0,Yo_S5_Ex,Yo,S5,Ex,D,803.5131918294846,51.49951738472183,-109.63310235909438,160.53584647202598,-1.3866618750361185e-05,0.1514458646714506
0.015,Yo_S5_In_C_d0,Yo_S5_In,Yo,S5,In,C,793.4690810743434,40.683559819598884,-115.0303870663227,160.2339497749818,-9.295382060081339e-05,0.10291565594613213
0.015,Yo_S5_In_D_d0,Yo_S5_In,Yo,S5,In,D,844.5338165452353,51.60151953818537,-107.1863088549143,161.73083468929318,-0.00015655843042232362,0.11526877890225
0.02,De_S1_Ex_C_d0,De_S1_Ex,De,S1,Ex,C,527.4850376758427,45.77446096484529,-97.17362280429754,150.4348920084571,-6.44878528335174e-05,0.09871897051060197
0.02,De_S1_Ex_D_d0,De_S1_Ex,De,S1,Ex,D,410.6785174099969,44.27562513738757,-97.1962979079135,144.42745709612467,-0.00011842885776956876,0.08413870627825262
0.02,De_S1_In_C_d0,De_S1_In,De,S1,In,C,707.0961407443879,36.80346964572156,-117.64634464406782,157.46799937755196,-4.85771991182434e-05,0.11133690109447714
0.02,De_S1_In_D_d0,De_S1_In,De,S1,In,D,1103.3245798875046,52.77204945629704,-116.87944180200574,168.14599790483578,-0.00012116615705225474,0.10376960223415324
0.02,De_S2_Ex_C_d0,De_S2_Ex,De,S2,Ex,C,1390.2247654911814,53.90681831161526,-114.52326438266022,173.6932971562711,-7.744783939838792e-05,0.08214012516435053
0.02,De_S2_Ex_D_d0,De_S2_Ex,De,S2,Ex,D,866.2501491220546,59.09658341363793,-103.39286292981672,162.34016934361847,-7.825035124676947e-05,0.09235744972541415
0.02,De_S2_In_C_d0,De_S2_In,De,S2,In,C,839.764303566911,42.060194799788235,-116.78594392446091,161.59491027534168,-3.2666302046671314e-05,0.08325185529500165
0.02,De_S2_In_D_d0,De_S2_In,De,S2,In,D,774.9130969388335,40.63584885378451,-115.83741619534159,159.66602136201178,-3.3352872277517315e-05,0.094613391605089
0.02,De_S3_Ex_C_d0,De_S3_Ex,De,S3,Ex,C,1477.5984012514969,45.55429188688294,-126.2884225059917,175.15616032546538,-6.146462188528983e-05,0.06945868235285223
0.02,De_S3_Ex_D_d0,De_S3_Ex,De,S3,Ex,D,983.2672122844324,48.79219792848342,-114.50299400926994,165.3811419998468,-0.00020591283052680511,0.07847914733997283
0.02,De_S3_In_C_d0,De_S3_In,De,S3,In,C,1342.8596695096137,42.75324296623772,-125.34129223010459,172.86136081801737,-1.5996750131296316e-05,0.11300531487927779
0.02,De_S3_In_D_d0,De_S3_In,De,S3,In,D,2503.2173553698944,42.90620165864719,-129.61854585295157,187.8079710144961,-1.492958238049033e-05,0.09731623447915361
0.02,De_S4_Ex_C_d0,De_S4_Ex,De,S4,Ex,C,1030.2216184754582,45.59454515476758,-118.85221136531398,166.50070131954544,-8.122771361449853e-05,0.07052518907868285
0.02,De_S4_Ex_D_d0,De_S4_Ex,De,S4,Ex,D,1388.7510361623238,64.23467464531848,-106.14961624252933,173.6678420895611,-0.00045067117112451314,0.06555594983962768
0.02,De_S4_In_C_d0,De_S4_In,De,S4,In,C,1000.1402061865542,35.13536463622265,-128.60460669464433,165.78949140817733,-1.6887062277178344e-05,0.08203125169354045
0.02,De_S4_In_D_d0,De_S4_In,De,S4,In,D,1160.8368741067763,54.08690430644963,-123.96486752734437,169.3655152123407,-1.2999541953896284e-05,0.09947113554283801
0.02,De_S5_Ex_C_d0,De_S5_Ex,De,S5,Ex,C,1084.4833197329763,40.426698004782494,-126.11733276430178,167.73261478902756,-5.0629647216320135e-05,0.08614784093318638
0.02,De_S5_Ex_D_d0,De_S5_Ex,De,S5,Ex,D,813.1782961428393,49.5613701609515,-108.89557215131786,160.82280940685814,-7.91484207642623e-05,0.08730708858765024
0.02,De_S5_In_C_d0,De_S5_In,De,S5,In,C,474.7831299826979,18.4365373334331,-126.85393318379299,147.9085951516332,-3.635221286537565e-05,0.06414586669245519
0.02,De_S5_In_D_d0,De_S5_In,De,S5,In,D,774.5160482403585,45.86172595626853,-111.56998278702685,159.65372113001777,-6.00862101860403e-05,0.10302183674564636
0.02,Sc_S1_Ex_C_d0,Sc_S1_Ex,Sc,S1,Ex,C,451.09273549896557,15.75171368456456,-127.60297814225365,146.68015056754342,-4.862655153877346e-05,0.08251829689625287
0.02,Sc_S1_Ex_D_d0,Sc_S1_Ex,Sc,S1,Ex,D,280.8089349040727,2.581244202317393,-122.11976623154547,135.30418778650503,-4.2001136143361694e-05,0.06320785312044329
0.02,Sc_S1_In_C_d0,Sc_S1_In,Sc,S1,In,C,454.2811606515438,27.34684665759595,-121.92295837196329,146.8491912706957,-1.4187209722120273e-05,0.09166176290263073
0.02,Sc_S1_In_D_d0,Sc_S1_In,Sc,S1,In,D,488.6549242450287,27.304806832345175,-115.29055167047838,148.5997575354613,-4.2012380128626825e-08,0.08327283252439979
0.02,Sc_S2_Ex_C_d0,Sc_S2_Ex,Sc,S2,Ex,C,330.17380696991364,9.042049993725696,-124.87860428661364,139.1908608863235,-6.129691984693596e-05,0.04182461285350118
0.02,Sc_S2_Ex_D_d0,Sc_S2_Ex,Sc,S2,Ex,D,174.48278176149415,6.112054855770943,-113.89314771097747,123.88382555808462,-3.3849461628295865e-05,0.07307193960150633
0.02,Sc_S2_In_C_d0,Sc_S2_In,Sc,S2,In,C,337.81614707024534,18.790870559131115,-111.83787957727223,139.74004329390928,-1.4148248074555275e-05,0.06898425586967266
0.02,Sc_S2_In_D_d0,Sc_S2_In,Sc,S2,In,D,204.9736246170939,7.166215121758034,-117.60790369526757,127.74915145095667,-7.225043235151653e-05,0.06830060768573164
0.02,Sc_S3_Ex_C_d0,Sc_S3_Ex,Sc,S3,Ex,C,389.40905881665793,19.95452694882907,-119.56954088741944,143.1511285486216,-7.758731196701635e-05,0.07826180985869494
0.02,Sc_S3_Ex_D_d0,Sc_S3_Ex,Sc,S3,Ex,D,141.07849383973215,11.619555050832261,-103.86197756347691,118.78359430512992,-4.449382046280033e-05,0.06994276325449492
0.02,Sc_S3_In_C_d0,Sc_S3_In,Sc,S3,In,C,803.39335602794,21.063918463362153,-146.91591488435677,160.53226684974334,-2.52932814250012e-05,0.09212004053900119
0.02,Sc_S3_In_D_d0,Sc_S3_In,Sc,S3,In,D,920.1340944768478,34.67398223749765,-119.54113010438812,163.7884659429124,-0.00010243434734402467,0.082864271575384
0.02,Sc_S4_Ex_C_d0,Sc_S4_Ex,Sc,S4,Ex,C,183.09924316521312,11.542802195705944,-111.94448143472816,125.0406796373141,-1.1485599533051777e-05,0.07609836507671783
0.02,Sc_S4_Ex_D_d0,Sc_S4_Ex,Sc,S4,Ex,D,295.20846559596913,34.85170588834175,-99.42786119879929,136.5043624753979,-6.685991847071e-05,0.08072734166350214
0.02,Sc_S4_In_C_d0,Sc_S4_In,Sc,S4,In,C,622.6645090694592,19.789834650031093,-129.55475192392865,154.4161887605472,-1.6231873486835906e-05,0.05386981658435301
0.02,Sc_S4_In_D_d0,Sc_S4_In,Sc,S4,In,D,294.7184895693879,16.778972759709426,-113.68187298810375,136.4644950740559,-7.43051199225794e-05,0.05529541938995784
0.02,Sc_S5_Ex_C_d0,Sc_S5_Ex,Sc,S5,Ex,C,319.77517629889644,8.085864278340372,-121.06033551353326,138.4228361953681,-6.947953976266114e-05,0.09931847139910321
0.02,Sc_S5_Ex_D_d0,Sc_S5_Ex,Sc,S5,Ex,D,373.0057281702422,10.175338044884978,-128.93771560513244,142.11825063721622,-2.672751992348145e-05,0.09372842394678228
0.02,Sc_S5_In_C_d0,Sc_S5_In,Sc,S5,In,C,1614.2239869859416,34.97922242099595,-140.02827403377097,177.27863080232927,-3.210489480667021e-05,0.08218677594914929
0.02,Sc_S5_In_D_d0,Sc_S5_In,Sc,S5,In,D,872.1458480187533,47.47538353566476,-112.76823387059484,162.50296000380825,-7.860038314968673e-05,0.08258389048250943
0.02,Yo_S1_Ex_C_d0,Yo_S1_Ex,Yo,S1,Ex,C,607.2417634216278,29.416056506852378,-122.16548388881775,153.81424809731544,-3.9785554064829166e-05,0.07581757486788146
0.02,Yo_S1_Ex_D_d0,Yo_S1_Ex,Yo,S1,Ex,D,577.857644848724,39.13377035301687,-104.78371859145551,152.62386117957973,-7.056634529768441e-05,0.07265556286157827
